"bill_id","term","session","title","keywords","long_title","summary","commem"
"HB16-1389","2015_2016","2016-RS","Safety Procedures Photos As Evidence Child Abuse","Children & Domestic Matters","Concerning safety procedures for children during the collection of photographic evidence of child abuse or neglect.","Current law in the 'Colorado Children's Code' allows certain specified medical professionals and law enforcement officials who reasonably believe a child has been abused or neglected to take or cause to be taken color photographs of the areas of trauma visible on the child so that those photographs may be used as evidence of the child abuse or neglect. The bill amends the law to more clearly distinguish what parts of the child's body, including private areas, may be photographed and by whom. The bill also creates different standards of conduct for government employees and nongovernmental employees. Under the bill, a government employee who reasonably believes a child has been abused or neglected may take or cause to be taken color photographs of the areas of trauma or abuse visible in plain sight on the child. 'Visible in plain sight on the child'' is defined as an area of the child's body that is normally viewable by the public and that could be observed visually without removal or rearrangement of the child's clothing. 'Visible in plain sight on the child' does not include a private area of the child. The bill also defines 'private area of the child'. 'Government employee' is defined as a person employed by the government or acting under the color of state law. 'Government' is defined as the state, any county, city and county, municipality, law enforcement agency, and any school district. If a government employee reasonably believes that a private area of a child suspected of being abused or neglected needs to be examined or photographed as evidence of trauma or abuse or as evidence of the absence of trauma or abuse, the government employee shall not examine, unclothe, or rearrange clothing covering private areas, or ask the child to remove or rearrange his or her clothing covering private areas, and shall not take color photographs of the child unless the government employee has: Obtained the consent of a parent, guardian, or legal custodian of the child or obtained consent from a child who is 15 years of age or older and less than 18 years of age; or Obtained a court order, if the parent, guardian, or legal custodian, or the child, if between the ages of 15 and 18, refuses to give consent, ordering that the child be presented to and examined and evaluated by an independent medical provider, a sexual assault nurse examiner (SANE), or the child's own physician; or A reasonable belief that exigent circumstances exist that constitute a medical emergency, in conjunction with a call to 911, or a reasonable suspicion that the child is in immediate threat of serious bodily injury and that the examination and photographing of the private areas of the child is reasonably necessary to treat or prevent serious bodily injury to the child. Under the bill, certain medical professionals who are not government employees and who reasonably believe a child has been abused or neglected may take or cause to be taken color photographs of the areas of trauma or abuse visible in plain sight on the child, and may take or cause to be taken color photographs of the private areas of the child if such actions: Are performed for bona fide medical purposes and in a manner that is consistent with reasonable medical practices; or Are performed with the consent of a parent, guardian, or legal custodian of the child, or with the consent of a child who is 15 years of age or older and less than 18 years of age; or Are performed pursuant to a court order, if the parent, guardian, or legal custodian, or the child, if between the ages of 15 and 18, refuses to give consent, ordering that the child be presented to and examined and evaluated by an independent medical provider, a sexual assault nurse examiner, or the child's own physician. The bill does not prevent a coroner or a medical examiner from taking color photographs of a deceased child in connection with an investigation. The state board of human services is required to adopt rules that create child safety policies and safeguards applicable to county employees and others who are taking photographs pursuant to the bill relating to the taking of photographs of the private areas of children by county employees, the security and storage of any photographs or digital images of the children, and training regarding how to conduct legal searches and the appropriateness of searches of children. (Note: This summary applies to this bill as introduced.)",0
"HB16-1390","2015_2016","2016-RS","Immunity When Overdoses Reported","Crimes, Corrections, & Enforcement","Concerning immunity for certain persons who are involved with a reported overdose event.","Under the act, a person who reports an emergency drug or alcohol overdose event is immune from arrest as well as from criminal prosecution for certain drug-related offenses if certain conditions are satisfied. Under the act, an underage person who calls 911 and reports that another underage person is in need of medical assistance due to alcohol or marijuana consumption is immune from arrest as well as from criminal prosecution for certain offenses if certain conditions are satisfied. The act also extends immunity to the underage person who was in need of medical assistance. (Note: This summary applies to this bill as enacted.)",0
"HB16-1391","2015_2016","2016-RS","Immigration Consultants Deceptive Trade Practice","Civil Law
Immigration","Concerning a prohibition against nonattorneys providing legal services related to immigration matters.","The act establishes that if a person, other than a licensed attorney or person authorized under federal law to represent others in immigration matters, engages in certain practices that amount to providing or offering to provide legal advice or legal services in an immigration matter, the person is engaged in a deceptive trade practice. The attorney general or a district attorney may seek civil penalties against the person under the 'Colorado Consumer Protection Act'. The act also adds to the notice a notary public must provide in any advertisement of his or her services that the notary is not an immigration consultant. The act applies to acts committed and practices engaged in on or after the effective date of the act. (Note: This summary applies to this bill as enacted.)",0
"HB16-1392","2015_2016","2016-RS","Water Banks Administration","Water","Concerning the administration of water banks.","The bill provides water banking throughout the state by authorizing the Colorado water conservation board (board) to adopt rules establishing a water bank and authorizing the board, after the board has operated the water bank for at least 2 years, to delegate operation of a portion of the water bank to a water conservation district or a water conservancy district that chooses to operate a portion of the water bank and has demonstrated to the board's satisfaction that it can effectively operate a portion of the water bank. The board's rules must allow a person to deposit water for renewable periods of up to 10 years each. The board's rules must limit the amount of water a person may deposit into the water bank to depositing all of the water subject to a decree for up to 3 years in any consecutive 10-year period or depositing up to 30% of the water subject to the decree in any consecutive 10-year period. The board's rules must also prohibit a lease, loan, or trade of water from the water bank that would negatively affect an interstate obligation or result in transferring water out of the Rio Grande or Arkansas River basins or across the continental divide. As part of the application process that the board is required to establish by rule, the board, in conjunction with the state engineer, shall develop a streamlined process by which a person may calculate the historical consumptive use and return flows of the person's water right and any potential material injury arising from a deposit of water from the person's water right. The state engineer will use the streamlined process to certify water deposit applications. Individual water bank transactions will not require water court approval. However, the board's rules governing the water bank will be published before becoming effective, and a person may protest the board's rules in a water division designated by the Colorado supreme court in the same manner that a person would protest a water referee's ruling in water court. (Note: This summary applies to this bill as introduced.)",0
"HB16-1393","2015_2016","2016-RS","Search Warrant For Communicable Disease Testing","Crimes, Corrections, & Enforcement","Concerning procedures for ordered testing for communicable diseases.","Current law provides that a person may be required to submit to a medical test for communicable diseases if the person's or another person's bodily fluid came into contact with another person related to a conviction or finding of probable cause related to an assault in the first, second, or third degree. The act repeals these provisions and substitutes a provision authorizing a court, after the person has refused to consent to a blood test, to issue a court order for a person to give blood to test for a communicable disease if: Probable cause exists to believe that an assault has been committed; and The person's blood or other bodily fluid came into contact with another person and there is reason to believe, based on information from a medical professional or health department, that the other person is at risk of transmission of a communicable disease. (Note: This summary applies to this bill as enacted.)",0
"HB16-1394","2015_2016","2016-RS","Aligning Issues Around At-risk Persons","Crimes, Corrections, & Enforcement
Health Care & Health Insurance
Human Services","Concerning clarifying definitions related to at-risk persons.","The act implements the following recommendations of the at-risk adults with intellectual and developmental disabilities mandatory reporting implementation task force: Standardizing statutory definitions among the 'Colorado Criminal Code', the adult protective services in the department of human services, and the office of community living in the department of health care policy and financing; Specifying that enhanced penalties for crimes against an at-risk person apply to all persons 70 years of age or older and to all persons with a disability; and Clarifying and expanding the definitions of persons who are required to report instances of mistreatment of at-risk elders or at-risk adults with an intellectual and developmental disability (adults with IDD). The act also: Specifies that a county department of human or social services is responsible for ensuring that an investigation of allegations of mistreatment of an at-risk adult is conducted; and Clarifies that the human rights committee is responsible for reviewing investigations of mistreatment of an adult with IDD occurred. (Note: This summary applies to this bill as enacted.)",0
"HB16-1395","2015_2016","2016-RS","Juvenile Delinquency Record Expungement","Children & Domestic Matters
Courts & Judicial","Concerning juvenile delinquency record expungement.","Under current law, there is some access to juvenile delinquency records. The bill limits that access by making certain records public only after a court orders that a child be charged as an adult, consistent with recent changes to the direct file statute, and by eliminating the requirement that the prosecuting attorney notify the school principal of minor offenses. The bill also ensures that the juvenile and his or her attorney can access the juvenile's records, and that juvenile record information is available to agencies that require the information for research purposes, with protections against the disclosure of identifying information. Under current law, a juvenile or someone on the juvenile's behalf must petition, after an applicable waiting period of one to 5 years, for expungement. The bill requires the court to automatically expunge records in certain situations. In some situations, the juvenile must still petition for expungement. Records will be expunged immediately upon: A finding of not guilty at an adjudicatory trial; Dismissal of the entire case; Dismissal after completion of juvenile diversion, a deferred adjudication, or an informal adjustment; The completion of a sentence for a municipal offense; and The completion of a juvenile sentence for a class 2 or 3 misdemeanor that is not a sex offense and does not involve domestic violence. Records will be eligible for expungement upon the completion of a juvenile sentence when the juvenile has a class 1 misdemeanor; a misdemeanor sex offense; a misdemeanor involving domestic violence; or a first time felony adjudication and the adjudicated felony is not a crime of violence, is not an offense involving unlawful sexual behavior, and is not a class 1 or 2 felony. The court sends a notice to the district attorney that the records are eligible for expungement. The district attorney shall notify the victim, and the victim and the district attorney have the right to object to the expungement. If there is no objection, the court enters an expungement order. If there is an objection, the court holds a hearing to determine if the juvenile is sufficiently rehabilitated and whether expungement is in the best interest of the juvenile and the community. All other juveniles must file a petition to request expungement after an applicable waiting period. Records will be eligible for expungement one year after a law enforcement contact that did not result in a referral to another agency. Records will be eligible for expungement one year from the date of the completion of a juvenile sentence if the juvenile was not adjudicated a repeat, mandatory, aggravated, or violent juvenile offender. Records will be eligible for expungement 3 years from the date of completion of a juvenile sentence if the juvenile was adjudicated a repeat or mandatory offender and not adjudicated for a felony sex offense. Records will be eligible for expungement 5 years from the date of completion of a juvenile sentence if the juvenile was adjudicated an aggravated or violent juvenile offender or was adjudicated for a felony sex offense. After the petition is filed, the court shall hold a hearing, and the court shall grant expungement if it finds that the juvenile has been rehabilitated and that expungement is in the best interest of the juvenile and the community. The bill requires written notice of the right to expungement and the process to the juvenile. (Note: This summary applies to this bill as introduced.)",0
"HB16-1396","2015_2016","2016-RS","Replace Alien With Undocumented Immigrant CRS","State Government","Concerning changing outdated references to aliens in the Colorado Revised Statutes with respect to Colorado programs.","The bill replaces references to 'illegal alien' and 'alien' in the Colorado Revised Statutes that relate to state laws and state programs with the term 'undocumented immigrant' or other references, such as 'foreign national', which indicate a person's immigration status. For purposes of the Colorado Revised Statutes, the bill defines the term 'undocumented immigrant' as a person who is not a U.S. citizen and who is residing in or is present in the United States without official documents that authorize the person to enter, live in, or work in the United States. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB16-1397","2015_2016","2016-RS","Completion Fitzsimons Veterans Community Living","Housing
Military & Veterans","Concerning the completion of the Fitzsimons state veterans community living center to provide a continuum of residential care options.","The act authorizes and establishes, subject to available appropriations, a state veterans community living center on the site of the former Fitzsimons Army medical center. It is the intent of the general assembly that the Fitzsimons property be for the exclusive use of veterans and qualifying family members of veterans. The act directs the department of human services (department) to work to expeditiously develop the vacant parcels of land to the north and south of the Fitzsimons community living center that exists as of January 1, 2016. The vacant land must be used to construct and operate facilities that provide a continuum of residential care options exclusively for veterans or qualifying family members of veterans. The department must work in compliance with the 1999 memorandum of agreement between the Fitzsimons Redevelopment Authority, the city of Aurora, and the department, as well as seek input, as appropriate, from the board of commissioners of veterans community living centers, the state board of veterans affairs, and a statewide coalition of veterans organizations. The department shall include progress updates on the Fitzsimons project in its annual report and shall provide quarterly progress updates to the state, veterans, and military affairs committees of the house of representatives and the senate, or any successor committees, on or before September 30, 2016; December 31, 2016; March 31, 2017; and June 30, 2017. (Note: This summary applies to this bill as enacted.)",0
"HB16-1398","2015_2016","2016-RS","Implement Respite Care Task Force Recommendations","Health Care & Health Insurance","Concerning the requirement that the department of human services use a request-for-proposal process to contract with an entity to implement recommendations of the respite care task force, and, in connection therewith, making an appropriation.","The act requires the department of human services (department) to use a competitive request-for-proposal process to select an entity to contract with to implement recommendations of the respite care task force. In order to be eligible for the contract to implement the recommendations, the entity must serve individuals affected by a disability or a chronic condition across the life span by providing and coordinating respite care and must currently have a physical presence in Colorado. The selected entity is required to: Ensure that a study is conducted to demonstrate the economic impact of respite care and its benefits for those served; Create an up-to-date, online inventory of existing training opportunities for providing respite care along with information on how to become a respite care provider; Develop a more robust statewide training system for individuals wishing to provide respite care; Ensure that a designated website is available to provide comprehensive information about respite care; Develop a centralized community outreach and education program about respite care services; Work with the department of health care policy and financing to standardize the full continuum of respite care options across all medicaid waivers; and Work with the department, the department of health care policy and financing, and the department of public health and environment to streamline the regulatory requirements for facility-based, short-term, overnight respite care. The act appropriates $900,000 to implement the recommendations of the respite care task force. The department is required to report its progress to the legislature during the SMART act hearings. (Note: This summary applies to this bill as enacted.)",0
"HB16-1399","2015_2016","2016-RS","Workers' Compensation For Post-Traumatic Stress Disorder","Health Care & Health Insurance
Labor & Employment","Concerning a prohibition on the denial of a workers' compensation claim for mental impairment based on the occupation of a worker, and, in connection therewith, making an appropriation.","The bill clarifies that a workers' compensation claim for mental impairment may not be denied based on the occupation of the worker. Each claimant is required to be evaluated by a licensed, level II fully accredited physician, psychiatrist, or psychologist. (Note: This summary applies to this bill as introduced and does not reflect any amendments that were subsequently adopted.)",0
"HB16-1400","2015_2016","2016-RS","Protection Against Retaliation By Homeowner Association","Civil Law
Housing","Concerning the prohibition of retaliatory action against a homeowner in relation to the homeowners' association to which the homeowner belongs.","The bill prohibits a homeowners' association or other person from retaliating or discriminating against a homeowner who: files a complaint; otherwise acts in furtherance of a complaint, report, or investigation of an alleged violation of the 'Colorado Common Interest Ownership Act' (CCIOA) or a legally enforceable document created under the CCIOA; exercises or attempts to exercise any right as a homeowner; or inquires about or provides feedback on a homeowners' association matter. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB16-1401","2015_2016","2016-RS","Retail Food Establishment Licensure And Inspection","Business & Economic Development
Public Health","Concerning the regulation of retail food establishments.","The act makes the following changes to the laws governing retail food establishments: Increases annual license fees for retail food establishments, phasing in the increase over the next 3 years, at minimum; Creates a new fee category for retail food establishments that sell a limited range of specified foods, and limits the annual license fee exemption to certain specified entities; Prohibits a county from spending the increased revenue from the fee increase on anything other than retail food health-related activities; Requires the department of public health and environment (CDPHE) to create a uniform system to communicate health inspection results to the public and sets limitations on the development of the uniform system; Requires CDPHE to attain certain targets, including significant statewide compliance with the federal food and drug administration's voluntary national retail food regulatory program standards. To reach these targets, the bill requires CDPHE to audit certain local public health agencies and requires local public health agencies to audit CDPHE in certain situations. Decreases the maximum period of suspension of a license or certificate of license from 6 months to one month, except in cases of closure due to an imminent health hazard; and Authorizes CDPHE and a county or district board of health to issue a cease-and-desist order if a person or licensee has been issued a civil penalty and remains in noncompliance. (Note: This summary applies to this bill as enacted.)",0
"HB16-1402","2015_2016","2016-RS","Prohibit Device Wager Previous Sporting Event","Gaming, Lottery, & Racing","Concerning a prohibition on the use of a device to allow a person to place a wager on a previously run sporting event.","The act: Defines a 'racing replay and wagering device' as a mechanical, electronic, or computerized piece of equipment that can display a previously run sporting event and gives a player who places a wager on the outcome of the previously run sporting event an opportunity to win a thing of value, whether due to the skill of the player, chance, or both; Prohibits state and local governments from permitting the use of racing replay and wagering devices and prohibits racing licensees from using racing replay and wagering devices or allowing any person to use a racing replay and wagering device to place a wager on a previously run sporting event; and Excludes simulcast races from the prohibition. (Note: This summary applies to this bill as enacted.)",0
"HB16-1403","2015_2016","2016-RS","Colorado Secure Savings Plan","State Government","Concerning the creation of the Colorado secure savings plan.","The bill establishes the Colorado secure savings plan (plan), which is a retirement savings plan for private-sector employees in the form of an automatic enrollment payroll deduction individual retirement account. Employers with a specified number of employees in the state are required to participate in the plan, but any employer may choose to participate in the plan. The Colorado secure savings plan board of trustees (board) is created and consists of the state controller, the director of the governor's office of state planning and budgeting, and 7 additional trustees with certain experience who are appointed by the governor and confirmed by the senate. The trustees on the board have a fiduciary duty to the plan's enrollees and beneficiaries and are required to: Establish investment options that offer employees returns on contributions without incurring debt or liabilities to the state; Establish the process for allocating investment earnings and losses to individual plan accounts on a pro rata basis; Make and enter into contracts and hire staff as necessary for the administration of the plan; Conduct a periodic review of the performance of any investment vendors; Cause moneys in the Colorado secure savings plan fund (fund) to be held and invested together in trust; Establish the process for an enrollee to contribute a portion of his or her wages to the plan for automatic deposit and establish the process by which the participating employer forwards those contributions to the plan; Establish the process for enrollment in the plan including the process by which an employee can opt not to participate in the plan; Accept gifts, grants, and donations from specified entities and pursue options for bank loans or a line of credit to cover the start-up costs of the plan; Procure, as needed, insurance against loss in connection with the property, assets, or activities of the plan; Allocate administrative fees to individual retirement accounts in the plan on a pro rata basis; Set minimum and maximum contribution levels; Facilitate education and outreach to employers and employees; Ensure that the plan complies with all applicable state and federal laws; Deposit all gifts, grants, donations, fees, and earnings from investment of moneys in the fund into the fund and pay the administrative costs and expenses for the creation, management, and operation of the plan from moneys in the fund; Determine any nominal and reasonable assistance that may be provided to businesses to offset the initial costs of enrolling employees in the plan; Prepare or cause to be prepared certain annual audits and annual reports regarding the plan; and Develop a process to ensure that employers are in compliance with the requirements of the plan and develop a penalty structure for employers who fail, without reasonable cause, to enroll employees in the plan. The bill specifies the process by which the board is required to engage an investment manager to invest the assets of the plan and specifies the investment options that the board is required to create. The bill creates the Colorado secure savings plan fund as a trust outside of the state treasury, specifies that the fund will include the individual retirement accounts of enrollees in the plan, and allows the board to use a certain percentage of moneys in the fund for the administrative expenses of the plan. The moneys in the fund are not property of the state and cannot be commingled with state moneys. The board is required to design and disseminate to all employers that are required to or that choose to participate in the plan employer and employee information packets regarding the plan and the options for employee participation in the plan. The bill dictates the timing for the board to implement the plan and a time frame for employers to establish a system by which enrollees in the plan can remit payroll deduction contributions to the plan. Employers are required to automatically enroll employees in the plan unless an employee has opted out of participation in the plan. Enrollees may select an investment option and contribution level or use the default investment option and contribution amount established by the board. The bill specifies that the state and employers do not have any duty or liability to any party for the payments of any retirement savings benefits accrued by any individual through the plan. (Note: This summary applies to this bill as introduced.)",0
"HB16-1404","2015_2016","2016-RS","Regulate Fantasy Contests","Financial Services & Commerce","Concerning the regulation of fantasy contests, and in connection therewith, making an appropriation.","The act defines a 'fantasy contest' as a game or contest in which: The value of all prizes offered to winning participants is made known to the participants in advance of the contest; and Winning outcomes: Reflect the relative knowledge and skill of the participants; Are determined predominantly by accumulated statistical results of the performance of athletes in fully completed sporting events; and Are not based on randomized or historical events or on the score, point spread, or any performance of any single actual sports team or combination of such teams or solely on any single performance of an individual athlete in any single actual sporting event. University, college, high school, and youth sporting events are excluded from fantasy contests. Effective July 1, 2017, a person must be licensed by the director of the division of professions and occupations in the department of regulatory agencies to be able to offer to conduct a fantasy contest; except that an operator with no more than 7,500 players need only be registered with the director. Fantasy contests may be conducted by a fantasy contest operator at licensed gaming establishments, class B horse racing tracks, and at a licensed facility at which pari-mutuel wagering may occur. A fantasy contest operator must: Submit to a fingerprint-based criminal history record check in connection with initial licensure; Not use a device that replicates or qualifies as limited gaming; If the operator is licensed, contract with a third party to annually perform an independent audit to ensure compliance and submit the results of the audit to the director; and Keep daily records of its operations and maintain the records for at least 3 years. A fantasy contest operator who violates the act is subject to a civil penalty of not more than $1,000 for each violation. The director may discipline operators for violation of the act, including issuance of a cease-and-desist order. The regulation of fantasy contests is subject to periodic review by the department of regulatory agencies under the sunset law, with the first sunset review scheduled for 2020. $77,546 and 0.9 FTE is appropriated to the division from the division of professions and occupations cash fund to implement the act, of which amount $9,501 is reappropriated to the department of law and $527 is reappropriated to the department of public safety for implementation of the act. (Note: This summary applies to this bill as enacted.)",0
"HB16-1405","2015_2016","2016-RS","2016-17 Long Appropriation Bill","State Government
State Revenue & Budget","Concerning the provision for payment of the expenses of the executive, legislative, and judicial departments of the state of Colorado, and of its agencies and institutions, for and during the fiscal year beginning July 1, 2016, except as otherwise noted.","For the fiscal year beginning July 1, 2016, the act provides for the payment of expenses of the executive, legislative, and judicial departments of the state of Colorado, and of its agencies and institutions, for and during the fiscal year beginning July 1, 2016. The grand total for the operating budget is set at $26,987,067,029 of which $7,384,526,968 is from the general fund portion of the appropriation, $2,566,465,180 is from the general fund exempt portion, 7,388,529,222 is from the cash funds portion, $1,540,567,479 is from the reappropriated funds portion, and $8,106,978,180 is from the federal funds portion. The grand total for the fiscal year 2016 capital construction projects is $239,086,768 fo which $115,569,901 is from the capital construction fund portion of the appropriation, $108,931,647 is from the cash funds portion, and $14,585,220 is from the federal funds portion. The 2014 general appropriation act, capital construction projects, is amended to balance and make adjustments to the total amount appropriated for controlled maintenance. The 2015 general appropriation act is amended to balance and make adjustments to the total amount appropriated to the departments of education, health care policy and financing, higher education, judicial, personnel, public health and environment, and public safety. Appropriations made in House Bill 14-1317, concerning modifications to the Colorado child care assistance program, is amended to make adjustments in the total amount appropriated and to clarify that the funds remain available until June 30, 2017. Appropriations made in House Bill 15-1186, concerning a sales and use tax exemption for qualified property used in space flight, is amended to make adjustments in the total amount appropriated. Appropriations made in House Bill 15-1367, concerning retail marijuana taxes, is amended to clarify that the unexpended funds remain available until June 30, 2017. Appropriations made in Senate Bill 15-204, concerning the independent functioning of the office of the child protection ombudsman, is amended to make adjustments in the total amount appropriated. Appropriations made in Senate Bill 15-014, concerning marijuana issues that are not regulated by the department of revenue, is amended to clarify that the funds remain available until June 30, 2017. (Note: This summary applies to this bill as enacted.)",0
"HB16-1406","2015_2016","2016-RS","County Coroners Reimbursement By Department Of Corrections","Crimes, Corrections, & Enforcement
Local Government","Concerning department of corrections reimbursements of expenses of county coroners, and, in connection therewith, making an appropriation.","The act directs the department of corrections (department) to reimburse a county for reasonable and necessary expenses of investigations and autopsies performed by the county coroner on persons in the custody of the department. $32,175 is appropriated from the general fund to the department for the implementation of this act. (Note: This summary applies to this bill as enacted.)",0
"HB16-1407","2015_2016","2016-RS","Extend Medicaid Payment Reform And Innovation Pilot","Health Care & Health Insurance","Concerning the continuation of the medicaid payment reform and innovation pilot program, and, in connection therewith, changing the time frames, eliminating the repeal date of the pilot program, enhancing the reporting requirements of the department of health care policy and financing, and making an appropriation.","The act removes the date by which the department of health care policy and financing (department) must select payment projects to be included in the medicaid payment reform and innovation pilot program (pilot program), allowing the department to continue selecting new payment projects for the pilot program. Further, the act removes the date for completion of pilot projects. The act amends the department's ongoing reporting requirements and specifies information that must be included in the annual report. The act also includes issues relating to the department's evaluation of the pilot program's payment projects. $245, 639 is appropriated from the general fund to the department for implementation of the act. (Note: This summary applies to this bill as enacted.)",0
"HB16-1408","2015_2016","2016-RS","Cash Fund Allocations For Health-related Programs","Health Care & Health Insurance
Liquor, Tobacco, & Marijuana
Public Health
State Government","Concerning the allocation of cash fund revenues to health-related programs, and, in connection therewith, modifying and streamlining the allocation of tobacco litigation settlement moneys by replacing the current two-tier allocation system that includes both percentage-based and fixed amount allocations of settlement moneys with a single set of exclusively percentage-based allocations and replacing settlement moneys funding for specified programs with marijuana tax cash fund funding; allocating additional settlement moneys to the university of Colorado health sciences center for cancer research only; transferring a specified amount from the children's basic health plan trust to a newly created primary care provider sustainability fund on July 1, 2016; and making and reducing appropriations.","The act modifies the allocation of cash fund revenues to various health-related programs as follows: The allocation of revenues annually received by the state pursuant to the tobacco litigation settlement (settlement moneys) is modified and streamlined by replacing the current 2-tier allocation system that includes both percentage-based and fixed amount allocations of settlement moneys with a single set of exclusively percentage-based allocations and replacing settlement moneys funding for specified programs with marijuana tax cash fund funding; An additional allocation of settlement moneys is made to the university of Colorado health sciences center for the sole purpose of funding cancer research; and $20 million is transferred from the children's basic health plan trust to a newly created primary care provider sustainability fund on July 1, 2016, for the purpose of increasing access to primary care through rate enhancements for primary care office visits, preventative medicine visits, counseling and health risk assessments, immunization administration, health screening services, and newborn care, including neonatal critical care. Money expended from the fund for the purposes of increasing access to primary care through rate enhancements supplements and does not supplant general fund appropriations for that purpose. The act makes and reduces various appropriations in order to accomplish its purposes and repeals various obsolete statutory provisions relating to the past allocation of settlement moneys and past transfers to and from cash funds. (Note: This summary applies to this bill as enacted.)",0
"HB16-1409","2015_2016","2016-RS","Unclaimed Property Fund Transfer For State Programs","State Revenue & Budget","Concerning the transfer of forty-two million eight hundred thousand dollars on June 30, 2016, from the unclaimed property trust fund for state programs.","On June 30, 2016, the state treasurer is required to transfer $34.8 million from the unclaimed property trust fund to the adult dental fund. This transfer will be used to implement the adult dental benefit for the fiscal year 2016-17. On the same day, the state treasurer is also required to transfer $8 million from the trust fund to the general fund. The act also clarifies that any amount from the trust fund that is credited to the adult dental fund or the general fund constitutes fiscal year spending for purposes of the state constitution. (Note: This summary applies to this bill as enacted.)",0
"HB16-1410","2015_2016","2016-RS","Competency Evaluation Location","Courts & Judicial
Crimes, Corrections, & Enforcement","Concerning matters related to the location where a competency evaluation is conducted, and, in connection therewith, making and reducing appropriations.","Under current law, the court determines the location of a competency evaluation. The act specifies the evaluation must be done on an outpatient basis or where the defendant is held in custody. The act allows a defendant to be placed in the custody of the Colorado mental health institute at Pueblo (CMHIP) for purposes of the examination if: The court finds the defendant may be a danger to self or others; The court finds that an inadequate competency evaluation and report has been completed or two or more conflicting competency evaluations and reports have been completed; The court finds that an observation period is necessary to determine if the defendant is competent to stand trial; The court receives a recommendation from the CMHIP court services evaluator that conducting the examination at the CMHIP is appropriate because the evaluator conducting the evaluation for the CMHIP determines that the defendant has been uncooperative or the defendant has clinical needs that warrant transfer to the CMHIP; or The court receives written approval for the evaluation to be conducted at the CMHIP from the executive director of the department of human services, or his or her designee. The court is prohibited from considering whether the defendant is going to have a competency evaluation when deciding whether to grant bond to the defendant. If a defendant needs to return to the county jail after completing the evaluation, the act directs the county sheriff to make all reasonable efforts to return the defendant to the jail as soon as possible after the defendant's evaluation is completed. The act repeals the provision that CMHIP must bill the court for the costs associated with the evaluation. The act makes adjustments to the 2016 general appropriation act (House Bill 16-1405) for the implementation of this act. $107,076 is appropriated to the department of human services from the general fund for the implementation of the act. (Note: This summary applies to this bill as enacted.)",0
"HB16-1411","2015_2016","2016-RS","Fort Lyon Residential Community Study","Housing
State Government","Concerning the supportive residential community program operated at the Fort Lyon property, and, in connection therewith, requiring a longitudinal evaluation of the program; and making an appropriation.",NA,0
"HB16-1412","2015_2016","2016-RS","Fund Address Confidentiality Program","State Government","Concerning an allocation of money for the address confidentiality program.","The bill allocates $100,000 annually from the victims assistance and law enforcement fund to the department of personnel for the address confidentiality program. (Note: This summary applies to this bill as introduced and does not reflect any amendments that were subsequently adopted.)",0
"HB16-1413","2015_2016","2016-RS","Refinance Water Pollution Control Program","Natural Resources & Environment
Public Health","Concerning the financing of the water pollution control program, and, in connection therewith, making an appropriation.","Currently, the water pollution control statute categorizes the various sources that pay fees pursuant to the statute within different sectors, specifies the amount of each fee that the subcategories within each sector pay, and credits all fees from all sectors to the water quality control fund. Section 1 of the act repeals this fund, creates a separate cash fund for each of the sectors (commerce and industry, construction, pesticides, municipal separate storm sewer system, public and private utilities, and water quality certifications), and allocates the fees from each sector to that sector's cash fund. If the money derived from a particular sector is inadequate to cover the direct and indirect costs of the department of public health and environment in administering that sector, the general assembly may appropriate money from any of the funds for the department's direct and indirect costs in administering that sector. The department will conduct a stakeholder process regarding the appropriate and necessary fees that each subcategory of each sector should pay to enable each sector to be adequately funded by fees collected from that sector, and the department will then submit a legislative proposal to the joint budget committee by November 1, 2016, concerning its conclusions regarding the fees. The department must annually report to the joint budget committee, accounting separately for its expenditures by fund source and revenues by fund and sector source. $1,208,007 is appropriated from the water quality improvement fund to the department of public health and environment for use by the water quality control division to implement the act. (Note: This summary applies to this bill as enacted.)",0
"HB16-1414","2015_2016","2016-RS","Funding Base For Telecom Relay Services","Telecommunications & Information Technology","Concerning the assessment of a monthly surcharge on customers of voice telecommunications providers to fund telecommunications relay services for telephone users with disabilities, and, in connection therewith, making an appropriation.","Telecommunications relay services are telecommunications services that provide 2-way communication for individuals with hearing or speech disabilities. Telecommunications relay services are funded in Colorado through the Colorado disabled telephone users fund (fund). Money in the fund is collected through a surcharge that the public utilities commission (commission) assesses on each telephone landline in Colorado. Section 5 of the act renames the fund the Colorado telephone users with disabilities fund. Sections 3 and 4 apply the surcharge to customers of mobile wireless providers and voice-over-internet-protocol service providers in Colorado by applying the surcharge to all voice service providers, which is defined in section 3. Section 4 also establishes a maximum surcharge amount of 15 cents per month per telephone access line and exempts voice service providers and consumers of federally supported lifeline service, which assists low-income consumers in obtaining wireline or wireless telephone service. Section 1 applies a surcharge to prepaid wireless telecommunications service. Section 6 provides that the act neither affects the commission's method of regulation over any provider nor grants the commission any additional jurisdiction over providers. The act applies to surcharges assessed on or after September 1, 2016. $172,778 is appropriated on July 1, 2016, from the Colorado telephone users with disabilities fund to the Colorado commission for the deaf and hard of hearing cash fund and reappropriates the money to the department of human services for implementation of the act by the Colorado commission for the deaf and hard of hearing. (Note: This summary applies to this bill as enacted.)",0
